"","X","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"10390",10390,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x1","size","naive",0.015,0.056,0.105,0
"10391",10391,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x1","size","saddle_V1",0.016,0.053,0.104,0
"10392",10392,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x1","size","saddle_V2",0.013,0.045,0.091,0
"10393",10393,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x2","power","naive",1,1,1,0
"10394",10394,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x2","power","saddle_V1",1,1,1,0
"10395",10395,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x2","power","saddle_V2",1,1,1,0
"10396",10396,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x2","size","naive",0.014,0.042,0.113,0
"10397",10397,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x2","size","saddle_V1",0.013,0.042,0.112,0
"10398",10398,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x2","size","saddle_V2",0.013,0.037,0.098,0
"10399",10399,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x3","power","naive",1,1,1,0
"10400",10400,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x3","power","saddle_V1",1,1,1,0
"10401",10401,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x3","power","saddle_V2",0.999,1,1,0
"10402",10402,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x3","size","naive",0.006,0.041,0.092,0
"10403",10403,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x3","size","saddle_V1",0.004,0.036,0.082,0
"10404",10404,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x3","size","saddle_V2",0.002,0.024,0.071,0
"10405",10405,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x4","power","naive",0.014,0.057,0.107,0
"10406",10406,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x4","power","saddle_V1",0.013,0.053,0.107,0
"10407",10407,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x4","power","saddle_V2",0.01,0.048,0.101,0
"10408",10408,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x4","size","naive",0.014,0.057,0.107,0
"10409",10409,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x4","size","saddle_V1",0.013,0.053,0.107,0
"10410",10410,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC3","x4","size","saddle_V2",0.01,0.048,0.101,0
"10411",10411,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x0","power","naive",0.238,0.46,0.594,0
"10412",10412,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x0","power","saddle_V1",0.234,0.455,0.589,0
"10413",10413,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x0","power","saddle_V2",0.208,0.432,0.573,0
"10414",10414,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x0","size","naive",0.012,0.053,0.096,0
"10415",10415,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x0","size","saddle_V1",0.012,0.053,0.096,0
"10416",10416,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x0","size","saddle_V2",0.012,0.045,0.09,0
"10417",10417,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x1","power","naive",0.356,0.579,0.713,0
"10418",10418,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x1","power","saddle_V1",0.342,0.575,0.711,0
"10419",10419,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x1","power","saddle_V2",0.312,0.552,0.698,0
"10420",10420,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x1","size","naive",0.015,0.053,0.104,0
"10421",10421,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x1","size","saddle_V1",0.014,0.051,0.102,0
"10422",10422,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x1","size","saddle_V2",0.013,0.043,0.09,0
"10423",10423,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x2","power","naive",1,1,1,0
"10424",10424,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x2","power","saddle_V1",1,1,1,0
"10425",10425,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x2","power","saddle_V2",1,1,1,0
"10426",10426,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x2","size","naive",0.014,0.043,0.114,0
"10427",10427,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x2","size","saddle_V1",0.013,0.042,0.113,0
"10428",10428,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x2","size","saddle_V2",0.012,0.038,0.1,0
"10429",10429,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x3","power","naive",1,1,1,0
"10430",10430,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x3","power","saddle_V1",1,1,1,0
"10431",10431,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x3","power","saddle_V2",0.997,0.999,1,0
"10432",10432,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x3","size","naive",0.004,0.039,0.083,0
"10433",10433,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x3","size","saddle_V1",0.005,0.028,0.074,0
"10434",10434,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x3","size","saddle_V2",0.003,0.023,0.064,0
"10435",10435,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x4","power","naive",0.016,0.059,0.107,0
"10436",10436,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x4","power","saddle_V1",0.015,0.056,0.108,0
"10437",10437,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x4","power","saddle_V2",0.012,0.05,0.102,0
"10438",10438,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x4","size","naive",0.016,0.059,0.107,0
"10439",10439,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x4","size","saddle_V1",0.015,0.056,0.108,0
"10440",10440,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4","x4","size","saddle_V2",0.012,0.05,0.102,0
"10441",10441,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x0","power","naive",0.236,0.461,0.592,0
"10442",10442,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x0","power","saddle_V1",0.232,0.453,0.585,0
"10443",10443,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x0","power","saddle_V2",0.207,0.431,0.571,0
"10444",10444,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x0","size","naive",0.012,0.053,0.095,0
"10445",10445,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x0","size","saddle_V1",0.012,0.053,0.095,0
"10446",10446,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x0","size","saddle_V2",0.012,0.046,0.09,0
"10447",10447,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x1","power","naive",0.356,0.58,0.714,0
"10448",10448,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x1","power","saddle_V1",0.343,0.575,0.713,0
"10449",10449,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x1","power","saddle_V2",0.312,0.551,0.698,0
"10450",10450,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x1","size","naive",0.015,0.053,0.103,0
"10451",10451,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x1","size","saddle_V1",0.015,0.052,0.103,0
"10452",10452,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x1","size","saddle_V2",0.013,0.046,0.093,0
"10453",10453,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x2","power","naive",1,1,1,0
"10454",10454,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x2","power","saddle_V1",1,1,1,0
"10455",10455,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x2","power","saddle_V2",1,1,1,0
"10456",10456,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x2","size","naive",0.014,0.042,0.113,0
"10457",10457,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x2","size","saddle_V1",0.013,0.042,0.11,0
"10458",10458,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x2","size","saddle_V2",0.012,0.037,0.098,0
"10459",10459,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x3","power","naive",1,1,1,0
"10460",10460,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x3","power","saddle_V1",1,1,1,0
"10461",10461,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x3","power","saddle_V2",0.999,1,1,0
"10462",10462,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x3","size","naive",0.006,0.04,0.089,0
"10463",10463,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x3","size","saddle_V1",0.004,0.035,0.08,0
"10464",10464,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x3","size","saddle_V2",0.002,0.024,0.071,0
"10465",10465,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x4","power","naive",0.014,0.057,0.107,0
"10466",10466,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x4","power","saddle_V1",0.013,0.053,0.106,0
"10467",10467,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x4","power","saddle_V2",0.01,0.048,0.101,0
"10468",10468,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x4","size","naive",0.014,0.057,0.107,0
"10469",10469,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x4","size","saddle_V1",0.013,0.053,0.106,0
"10470",10470,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC4m","x4","size","saddle_V2",0.01,0.048,0.101,0
"10471",10471,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x0","power","naive",0.24,0.468,0.598,0
"10472",10472,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x0","power","saddle_V1",0.234,0.462,0.596,0
"10473",10473,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x0","power","saddle_V2",0.209,0.433,0.574,0
"10474",10474,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x0","size","naive",0.012,0.053,0.098,0
"10475",10475,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x0","size","saddle_V1",0.012,0.051,0.098,0
"10476",10476,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x0","size","saddle_V2",0.011,0.045,0.088,0
"10477",10477,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x1","power","naive",0.359,0.583,0.715,0
"10478",10478,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x1","power","saddle_V1",0.342,0.575,0.712,0
"10479",10479,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x1","power","saddle_V2",0.31,0.551,0.698,0
"10480",10480,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x1","size","naive",0.016,0.055,0.105,0
"10481",10481,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x1","size","saddle_V1",0.015,0.052,0.103,0
"10482",10482,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x1","size","saddle_V2",0.013,0.044,0.091,0
"10483",10483,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x2","power","naive",1,1,1,0
"10484",10484,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x2","power","saddle_V1",1,1,1,0
"10485",10485,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x2","power","saddle_V2",1,1,1,0
"10486",10486,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x2","size","naive",0.014,0.045,0.117,0
"10487",10487,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x2","size","saddle_V1",0.015,0.043,0.116,0
"10488",10488,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x2","size","saddle_V2",0.013,0.039,0.102,0
"10489",10489,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x3","power","naive",0.999,1,1,0
"10490",10490,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x3","power","saddle_V1",0.997,0.998,0.999,0
"10491",10491,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x3","power","saddle_V2",0.994,0.996,0.996,0
"10492",10492,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x3","size","naive",0.006,0.037,0.089,0
"10493",10493,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x3","size","saddle_V1",0.004,0.034,0.077,0
"10494",10494,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x3","size","saddle_V2",0.003,0.023,0.065,0
"10495",10495,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x4","power","naive",0.016,0.061,0.108,0
"10496",10496,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x4","power","saddle_V1",0.014,0.058,0.108,0
"10497",10497,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x4","power","saddle_V2",0.011,0.051,0.101,0
"10498",10498,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x4","size","naive",0.016,0.061,0.108,0
"10499",10499,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x4","size","saddle_V1",0.014,0.058,0.108,0
"10500",10500,500,"1 1 1 1 0 0","T T T T T F","E1","Et","naive saddle",1000,953525822,"HC5","x4","size","saddle_V2",0.011,0.051,0.101,0
"10501",10501,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x0","power","naive",0.046,0.128,0.206,0
"10502",10502,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x0","power","saddle_V1",0.026,0.103,0.178,0
"10503",10503,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x0","power","saddle_V2",0.014,0.079,0.141,0
"10504",10504,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x0","size","naive",0.032,0.129,0.19,0
"10505",10505,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x0","size","saddle_V1",0.023,0.099,0.17,0
"10506",10506,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x0","size","saddle_V2",0.012,0.071,0.142,0
"10507",10507,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x1","power","naive",0.044,0.147,0.21,0
"10508",10508,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x1","power","saddle_V1",0.026,0.123,0.187,0
"10509",10509,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x1","power","saddle_V2",0.015,0.096,0.159,0
"10510",10510,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x1","size","naive",0.041,0.132,0.208,0
"10511",10511,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x1","size","saddle_V1",0.024,0.101,0.184,0
"10512",10512,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x1","size","saddle_V2",0.014,0.076,0.148,0
"10513",10513,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x2","power","naive",0.156,0.344,0.455,0
"10514",10514,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x2","power","saddle_V1",0.106,0.289,0.412,0
"10515",10515,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x2","power","saddle_V2",0.078,0.242,0.371,0
"10516",10516,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x2","size","naive",0.026,0.09,0.157,0
"10517",10517,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x2","size","saddle_V1",0.011,0.076,0.129,0
"10518",10518,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x2","size","saddle_V2",0.004,0.051,0.11,0
"10519",10519,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x3","power","naive",0.268,0.43,0.527,0
"10520",10520,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x3","power","saddle_V1",0.199,0.366,0.486,0
"10521",10521,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x3","power","saddle_V2",0.151,0.31,0.436,0
"10522",10522,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x3","size","naive",0.064,0.165,0.231,0
"10523",10523,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x3","size","saddle_V1",0.037,0.13,0.201,0
"10524",10524,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x3","size","saddle_V2",0.031,0.104,0.179,0
"10525",10525,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x4","power","naive",0.025,0.095,0.159,0
"10526",10526,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x4","power","saddle_V1",0.012,0.065,0.139,0
"10527",10527,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x4","power","saddle_V2",0.007,0.053,0.108,0
"10528",10528,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x4","size","naive",0.025,0.095,0.159,0
"10529",10529,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x4","size","saddle_V1",0.012,0.065,0.139,0
"10530",10530,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC0","x4","size","saddle_V2",0.007,0.053,0.108,0
"10531",10531,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x0","power","naive",0.026,0.094,0.159,0
"10532",10532,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x0","power","saddle_V1",0.016,0.075,0.136,0
"10533",10533,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x0","power","saddle_V2",0.007,0.056,0.106,0
"10534",10534,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x0","size","naive",0.023,0.089,0.158,0
"10535",10535,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x0","size","saddle_V1",0.011,0.063,0.129,0
"10536",10536,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x0","size","saddle_V2",0.005,0.046,0.112,0
"10537",10537,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x1","power","naive",0.025,0.113,0.17,0
"10538",10538,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x1","power","saddle_V1",0.017,0.086,0.152,0
"10539",10539,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x1","power","saddle_V2",0.01,0.055,0.129,0
"10540",10540,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x1","size","naive",0.021,0.091,0.164,0
"10541",10541,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x1","size","saddle_V1",0.014,0.069,0.139,0
"10542",10542,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x1","size","saddle_V2",0.007,0.044,0.109,0
"10543",10543,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x2","power","naive",0.108,0.272,0.392,0
"10544",10544,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x2","power","saddle_V1",0.075,0.217,0.353,0
"10545",10545,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x2","power","saddle_V2",0.054,0.165,0.294,0
"10546",10546,25,"1 1 1 1 0 0","T T T T T F","E2","Et","naive saddle",1000,15900916,"HC1","x2","size","naive",0.015,0.066,0.118,0
